,Country,Sex ,Date
0,USA,M,18-Sep-16
1,USA,M,18-Sep-16
2,USA,M,18-Sep-16
6,USA,M,11-Sep-16
7,USA,F,07-Sep-16
9,USA,F,05-Sep-16
11,USA,M,04-Sep-16
12,USA,M,01-Sep-16
13,USA,M,29-Aug-16
14,USA,M,29-Aug-16
16,USA,M,25-Aug-16
18,USA,M,06-Aug-16
19,USA,M,04-Aug-16
23,USA,M,27-Jul-16
30,USA,F,16-Jul-16
31,USA,F,16-Jul-16
32,USA,M,15-Jul-16
35,USA,M,08-Jul-16
36,USA,M,07-Jul-16
37,USA,M,07-Jul-16
38,USA,F,06-Jul-16
40,USA,M,27-Jun-16
41,USA,M,25-Jun-16
44,USA,M,21-Jun-16
45,USA,M,21-Jun-16
46,USA,M,15-Jun-16
48,USA,F,14-Jun-16
49,USA,M,11-Jun-16
50,USA,M,07-Jun-16
51,USA,M,05-Jun-16
57,USA,F,29-May-16
58,USA,M,29-May-16
59,USA,F,22-May-16
60,USA,F,21-May-16
61,USA,F,21-May-16
62,USA,M,18-May-16
63,USA,F,15-May-16
64,USA,M,03-May-16
67,USA,M,23-Apr-16
71,USA,M,13-Apr-16
74,USA,M,07-Apr-16
75,USA,M,07-Apr-16
76,USA,F,31-Mar-16
78,USA,M,28-Mar-16
82,USA,M,11-Mar-16
84,USA,M,04-Mar-16
95,USA,M,28-Jan-16
96,USA,F,25-Jan-16
97,USA,M,24-Jan-16
99,USA,M,23-Jan-16
105,USA,M,22-Dec-15
112,USA,M,16-Nov-15
113,USA,F,15-Nov-15
114,USA,M,15-Nov-15
116,USA,F,07-Nov-15
117,USA,M,03-Nov-15
118,USA,F,01-Nov-15
121,USA,M,28-Oct-15
123,USA,M,21-Oct-15
124,USA,M,19-Oct-15
126,USA,M,17-Oct-15
127,USA,M,17-Oct-15
128,USA,M,13-Oct-15
129,USA,F,09-Oct-15
130,USA,M,09-Oct-15
133,USA,M,05-Oct-15
134,USA,M,05-Oct-15
135,USA,M,04-Oct-15
136,USA,M,29-Sep-15
138,USA,M,24-Sep-15
139,USA,M,20-Sep-15
140,USA,M,20-Sep-15
141,USA,M,20-Sep-15
142,USA,M,20-Sep-15
143,USA,M,18-Sep-15
144,USA,M,17-Sep-15
146,USA,F,06-Sep-15
147,USA,M,05-Sep-15
149,USA,M,03-Sep-15
152,USA,F,29-Aug-15
153,USA,M,29-Aug-15
154,USA,M,22-Aug-15
156,USA,M,20-Aug-15
157,USA,F,19-Aug-15
158,USA,M,18-Aug-15
160,USA,M,10-Aug-15
162,USA,M,26-Jul-15
163,USA,F,26-Jul-15
165,USA,M,23-Jul-15
169,USA,M,10-Jul-15
170,USA,M,08-Jul-15
173,USA,M,04-Jul-15
176,USA,M,01-Jul-15
178,USA,M,30-Jun-15
179,USA,M,27-Jun-15
181,USA,F,26-Jun-15
183,USA,M,26-Jun-15
185,USA,M,25-Jun-15
186,USA,M,24-Jun-15
188,USA,M,23-Jun-15
190,USA,M,17-Jun-15
191,USA,M,14-Jun-15
192,USA,F,14-Jun-15
193,USA,F,13-Jun-15
194,USA,F,11-Jun-15
195,USA,M,07-Jun-15
196,USA,F,05-Jun-15
198,USA,F,29-May-15
199,USA,F,29-May-15
201,USA,F,24-May-15
202,USA,M,20-May-15
203,USA,M,15-May-15
205,USA,M,07-May-15
208,USA,F,29-Apr-15
209,USA,M,26-Apr-15
212,USA,M,13-Apr-15
216,USA,M,03-Apr-15
220,USA,M,18-Mar-15
231,USA,M,27-Jan-15
233,USA,M,19-Jan-15
237,USA,M,08-Jan-15
240,USA,M,01-Jan-15
245,USA,M,28-Dec-14
253,USA,M,16-Nov-14
255,USA,M,13-Nov-14
257,USA,M,08-Nov-14
258,USA,F,31-Oct-14
260,USA,F,22-Oct-14
261,USA,M,20-Oct-14
262,USA,F,19-Oct-14
263,USA,M,18-Oct-14
265,USA,F,14-Oct-14
266,USA,F,12-Oct-14
267,USA,F,07-Oct-14
269,USA,M,05-Oct-14
270,USA,M,05-Oct-14
271,USA,M,03-Oct-14
272,USA,M,03-Oct-14
273,USA,M,02-Oct-14
275,USA,M,21-Sep-14
277,USA,M,13-Sep-14
279,USA,M,06-Sep-14
280,USA,F,03-Sep-14
281,USA,M,02-Sep-14
283,USA,F,31-Aug-14
284,USA,M,29-Aug-14
286,USA,M,28-Aug-14
288,USA,M,27-Aug-14
289,USA,F,27-Aug-14
290,USA,M,Reported 25-Aug-2014
293,USA,M,12-Aug-14
294,USA,M,10-Aug-14
296,USA,F,09-Aug-14
297,USA,M,08-Aug-14
298,USA,M,06-Aug-14
299,USA,F,05-Aug-14
300,USA,M,02-Aug-14
301,USA,M,02-Aug-14
304,USA,M,27-Jul-14
306,USA,M,21-Jul-14
308,USA,M,16-Jul-14
309,USA,M,14-Jul-14
311,USA,M,12-Jul-14
312,USA,M,09-Jul-14
313,USA,M,05-Jul-14
314,USA,M,05-Jul-14
315,USA,M,03-Jul-14
322,USA,M,09-Jun-14
325,USA,F,07-Jun-14
326,USA,F,01-Jun-14
328,USA,F,01-Jun-14
333,USA,F,15-May-14
335,USA,F,13-May-14
336,USA,M,11-May-14
337,USA,M,Reported 10-May-2014
338,USA,F,06-May-14
339,USA,M,01-May-14
341,USA,M,22-Apr-14
342,USA,M,15-Apr-14
345,USA,M,04-Apr-14
346,USA,M,04-Apr-14
350,USA,M,22-Mar-14
351,USA,M,21-Mar-14
357,USA,M,02-Mar-14
370,USA,M,11-Dec-13
371,USA,M,10-Dec-13
373,USA,M,02-Dec-13
375,USA,F,29-Nov-13
377,USA,M,22-Nov-13
380,USA,M,07-Nov-13
381,USA,M,07-Nov-13
382,USA,M,31-Oct-13
387,USA,M,23-Oct-13
388,USA,M,20-Oct-13
389,USA,M,19-Oct-13
392,USA,M,06-Oct-13
393,USA,M,10-Oct-13
394,USA,M,29-Sep-13
396,USA,M, 25-Sep-2013
397,USA,M, 21-Sep-2013
398,USA,M, 21-Sep-2013
399,USA,M, 14-Sep-2013
400,USA,F, 12-Sep-2013
401,USA,F,08-Sep-13
402,USA,M, 07-Sep-2013
403,USA,M, 07-Sep-2013
404,USA,M, 02-Sep-2013
405,USA,M, 01-Sep-2013
407,USA,M, 01-Sep-2013
409,USA,M,31-Aug-13
410,USA,F,29-Aug-13
412,USA,F, 25-Aug-2013
414,USA,M, 18-Aug-2013
415,USA,F,17-Aug-13
416,USA,F, 14-Aug-2013
417,USA,F, 13-Aug-2013
418,USA,M,11-Aug-13
420,USA,M, 05-Aug-2013
421,USA,F,  31-Jul-2013
422,USA,M,  30-Jul-2013
425,USA,M,  29-Jul-2013
429,USA,F,19-Jul-13
430,USA,M,Reported 17-Jul-2013
433,USA,F,11-Jul-13
438,USA,M,25-Jun-13
439,USA,M,25-Jun-13
440,USA,M,25-Jun-13
441,USA,M,18-Jun-13
442,USA,M,17-Jun-13
444,USA,F,15-Jun-13
445,USA,F,Reported 14-Jun-2013
446,USA,M,06-Jun-13
448,USA,M,27-May-13
449,USA,M,27-May-13
453,USA,M,08-May-13
455,USA,M,04-May-13
459,USA,M,17-Apr-13
461,USA,M,13-Apr-13
464,USA,M,04-Apr-13
466,USA,M,02-Apr-13
479,USA,M,21-Feb-13
480,USA,M,10-Feb-13
486,USA,M,16-Jan-13
489,USA,M,31-Dec-12
494,USA,M,05-Dec-12
497,USA,M,30-Nov-12
500,USA,M,19-Nov-12
501,USA,M,04-Nov-12
502,USA,M,04-Nov-12
503,USA,M,30-Oct-12
504,USA,F,27-Oct-12
505,USA,M,23-Oct-12
506,USA,F,19-Oct-12
507,USA,M,18-Oct-12
508,USA,M,18-Oct-12
509,USA,M,16-Oct-12
511,USA,M,10-Oct-12
513,USA,M,25-Sep-12
514,USA,M,24-Sep-12
515,USA,M,16-Sep-12
518,USA,M,08-Sep-12
519,USA,M,08-Sep-12
520,USA,M,06-Sep-12
521,USA,M,06-Sep-12
522,USA,M,04-Sep-12
523,USA,F,02-Sep-12
525,USA,F,02-Sep-12
529,USA,M,15-Aug-12
531,USA,M,08-Aug-12
534,USA,M,31-Jul-12
536,USA,M,30-Jul-12
537,USA,M,30-Jul-12
538,USA,M,24-Jul-12
543,USA,F,08-Jul-12
546,USA,M,07-Jul-12
549,USA,M,26-Jun-12
550,USA,M,26-Jun-12
551,USA,F,26-Jun-12
553,USA,M,22-Jun-12
555,USA,M,19-Jun-12
556,USA,F,18-Jun-12
557,USA,M,15-Jun-12
558,USA,F,14-Jun-12
559,USA,M,14-Jun-12
560,USA,M,14-Jun-12
561,USA,M,14-Jun-12
565,USA,F,02-Jun-12
566,USA,M,02-Jun-12
567,USA,F,31-May-12
569,USA,M,23-May-12
570,USA,M,20-May-12
572,USA,M,12-May-12
573,USA,F,09-May-12
574,USA,F,06-May-12
575,USA,M,19-Apr-12
578,USA,M,03-Apr-12
579,USA,M,Apr-13
581,USA,M,24-Mar-12
584,USA,M,15-Mar-12
585,USA,F,14-Mar-12
586,USA,M,14-Mar-12
590,USA,M,04-Mar-12
593,USA,M,26-Feb-12
603,USA,M,13-Jan-12
606,USA,M,31-Dec-11
609,USA,M,23-Dec-11
610,USA,M,21-Dec-11
615,USA,F,06-Dec-11
620,USA,M,22-Nov-11
624,USA,M,  29-Oct-2011
628,USA,M,20-Oct-11
630,USA,M,11-Oct-11
631,USA,M,10-Oct-11
634,USA,M,02-Oct-11
635,USA,M,01-Oct-11
636,USA,M,30-Sep-11
639,USA,M,24-Sep-11
640,USA,M,24-Sep-11
641,USA,M,20-Sep-11
644,USA,M,16-Sep-11
645,USA,M,11-Sep-11
649,USA,M,02-Sep-11
650,USA,M,31-Aug-11
652,USA,F,28-Aug-11
654,USA,M,24-Aug-11
655,USA,M,24-Aug-11
658,USA,F,17-Aug-11
659,USA,M,17-Aug-11
662,USA,M,16-Aug--2011
664,USA,M,15-Aug-11
665,USA,M,11-Aug--2011
669,USA,M,25-Jul-11
671,USA,F,19-Jul-11
673,USA,M,13-Jul-11
675,USA,M,07-Jul-11
676,USA,M,07-Jul-11
682,USA,F,26-Jun-08
683,USA,M,24-Jun-11
684,USA,M,21-Jun-11
689,USA,M,12-Jun-11
691,USA,M,06-Jun-11
692,USA,M,06-Jun-11
694,USA,F,30-May-11
696,USA,F,25-May-11
697,USA,F,22-May-11
700,USA,M,13-May-11
701,USA,M,13-May-11
702,USA,M,10-May-11
705,USA,M,26-Apr-11
707,USA,M,22-Apr-11
711,USA,M,Reported 29-Mar-2011
734,USA,M,26-Dec-10
736,USA,M,11-Dec-10
745,USA,M,19-Nov-10
751,USA,M,28-Oct-10
753,USA,M,23-Oct-10
755,USA,M,22-Oct-10
761,USA,M,27-Sep-10
762,USA,M,24-Sep-10
765,USA,M,07-Sep-10
767,USA,M, 04-Sep-2010
768,USA,M,03-Sep-10
769,USA,M,03-Sep-10
772,USA,M,18-Aug-10
774,USA,M,14-Aug-10
778,USA,M,07-Aug-10
780,USA,F,05-Aug-10
781,USA,M,02-Aug-10
782,USA,F,02-Aug-10
783,USA,M,25-Jul-10
784,USA,M,23-Jul-10
785,USA,M,19-Jul-10
786,USA,F,17-Jul-10
787,USA,M,17-Jul-10
789,USA,M,16-Jul-10
790,USA,M,11-Jul-10
792,USA,M,03-Jul-10
793,USA,M,02-Jul-10
794,USA,M,02-Jul-10
795,USA,M,27-Jun-10
796,USA,F,25-Jun-10
797,USA,F,25-Jun-10
799,USA,F,10-Jun-10
801,USA,M,Jun-10
802,USA,M,30-May-10
807,USA,F,01-May-10
808,USA,M,28-Apr-10
809,USA,M,19-Apr-10
820,USA,M,06-Feb-10
822,USA,M,03-Feb-10
833,USA,M,06-Jan-10
845,USA,M,05-Dec-09
846,USA,M,25-Nov-09
847,USA,M,24-Nov-09
848,USA,M,16-Nov-09
849,USA,M,16-Nov-09
850,USA,F,13-Nov-09
851,USA,M,11-Nov-09
853,USA,M,05-Nov-09
857,USA,M,24-Oct-09
858,USA,M,19-Oct-09
862,USA,M,09-Oct-09
864,USA,M,26-Sep-09
868,USA,M,12-Sep-09
872,USA,M,30-Aug-09
874,USA,F,25-Aug-09
876,USA,M,10-Aug-09
877,USA,M,06-Aug-09
878,USA,M,01-Aug-09
883,USA,F,24-Jul-09
885,USA,F,22-Jul-09
886,USA,F,22-Jul-09
889,USA,M,11-Jul-09
891,USA,F,05-Jul-09
892,USA,F,04-Jul-09
894,USA,M,21-Jun-09
895,USA,M,16-Jun-09
901,USA,M,25-May-09
902,USA,M,17-May-09
903,USA,M,16-May-09
904,USA,M,16-May-09
907,USA,F,28-Apr-09
908,USA,M,Reported 25-Apr-2009
909,USA,M,21-Apr-09
911,USA,M,19-Apr-09
913,USA,M,17-Apr-09
914,USA,M,11-Apr-09
916,USA,M,06-Apr-09
917,USA,M,03-Apr-09
923,USA,F,18-Mar-09
925,USA,M,17-Mar-09
935,USA,M,08-Feb-09
960,USA,M,20-Dec-08
975,USA,M,08-Oct-08
977,USA,M,28-Sep-08
978,USA,M,28-Sep-08
980,USA,M,14-Sep-08
981,USA,M,09-Sep-08
982,USA,M,08-Sep-08
984,USA,M,06-Sep-08
985,USA,M,06-Sep-08
986,USA,M,01-Sep-08
987,USA,M,Sep-08
989,USA,M,30-Aug-08
991,USA,M,28-Aug-08
992,USA,M,27-Aug-08
993,USA,M,24-Aug-08
994,USA,F,24-Aug-08
995,USA,M,20-Aug-08
996,USA,M,18-Aug-08
997,USA,F,16-Aug-08
998,USA,F,12-Aug-08
999,USA,M,11-Aug-08
1004,USA,M,26-Jul-08
1005,USA,M,25-Jul-08
1006,USA,F,25-Jul-08
1007,USA,M,24-Jul-08
1008,USA,F,24-Jul-08
1009,USA,M,23-Jul-08
1010,USA,M,19-Jul-08
1012,USA,M,13-Jul-08
1013,USA,M,11-Jul-08
1014,USA,F,09-Jul-08
1015,USA,F,05-Jul-08
1017,USA,M,28-Jun-08
1021,USA,M,26-Jun-08
1022,USA,M,26-Jun-08
1024,USA,F,21-Jun-08
1025,USA,F,20-Jun-08
1027,USA,M,07-Jun-08
1029,USA,F,01-Jun-08
1031,USA,M,26-May-08
1038,USA,M,07-May-08
1041,USA,M,28-Apr-08
1042,USA,M,27-Apr-08
1044,USA,M,26-Apr-08
1045,USA,M,25-Apr-08
1046,USA,M,20-Apr-08
1051,USA,M,15-Apr-08
1052,USA,M,28-Mar-08
1056,USA,M,03-Apr-08
1058,USA,M,28-Mar-08
1059,USA,M,25-Mar-08
1060,USA,M,23-Mar-08
1061,USA,M,21-Mar-08
1062,USA,M,15-Mar-08
1063,USA,M,07-Mar-08
1066,USA,M,15-Feb-08
1068,USA,M,06-Feb-08
1073,USA,M,10-Jan-08
1074,USA,M,Fall 2008
1081,USA,M,10-Dec-07
1087,USA,M,06-Nov-07
1088,USA,M,04-Nov-07
1091,USA,M,29-Oct-07
1094,USA,M,07-Oct-07
1095,USA,M,06-Oct-07
1096,USA,M,30-Sep-07
1100,USA,F,27-Sep-07
1102,USA,F,22-Sep-07
1103,USA,F,22-Sep-07
1104,USA,M,20-Sep-07
1106,USA,M,16-Sep-07
1107,USA,F,16-Sep-07
1108,USA,M,13-Sep-07
1109,USA,F,08-Sep-07
1110,USA,F,05-Sep-07
1111,USA,M,04-Sep-07
1112,USA,F,03-Sep-07
1113,USA,M,03-Sep-07
1114,USA,M,28-Aug-07
1115,USA,M,28-Aug-07
1116,USA,M,26-Aug-07
1117,USA,M,25-Aug-07
1118,USA,M,22-Aug-07
1119,USA,M,20-Aug-07
1120,USA,M,19-Aug-07
1121,USA,M,19-Aug-07
1122,USA,M,19-Aug-07
1123,USA,M,15-Aug-07
1124,USA,F,12-Aug-07
1125,USA,M,11-Aug-07
1126,USA,M,09-Aug-07
1127,USA,M,09-Aug-07
1128,USA,F,07-Aug-07
1129,USA,M,29-Jul-07
1130,USA,M,28-Jul-07
1131,USA,M,22-Jul-07
1132,USA,M,21-Jul-07
1133,USA,M,19-Jul-2007.b
1135,USA,M,18-Jul-07
1137,USA,F,17-Jul-07
1138,USA,F,17-Jul-07
1140,USA,M,05-Jul-07
1143,USA,M,30-Jun-07
1144,USA,F,30-Jun-07
1145,USA,M,25-Jun-07
1146,USA,M,24-Jun-07
1147,USA,F,17-Jun-07
1148,USA,F,12-Jun-07
1150,USA,F,26-May-07
1151,USA,F,24-May-07
1155,USA,F,10-May-07
1158,USA,F,07-May-07
1159,USA,M,07-May-07
1163,USA,M,22-Apr-07
1164,USA,M,20-Apr-07
1167,USA,M,01-Apr-07
1168,USA,M,31-Mar-07
1169,USA,M,31-Mar-07
1171,USA,M,21-Mar-07
1173,USA,M,Reported 14-Mar-2007
1175,USA,M,11-Mar-07
1186,USA,M,07-Jan-07
1187,USA,M,01-Jan-07
1190,USA,M,10-Dec-06
1194,USA,M,11-Nov-06
1196,USA,M,31-Oct-06
1197,USA,M,16-Oct-06
1198,USA,M,10-Oct-06
1199,USA,M,07-Oct-06
1200,USA,M,05-Oct-06
1204,USA,M,29-Sep-06
1205,USA,M,Reported 18-Sep-2006
1206,USA,M,16-Sep-06
1207,USA,M,14-Sep-06
1208,USA,M,11-Sep-06
1211,USA,M,03-Sep-06
1212,USA,M,02-Sep-06
1214,USA,M,29-Aug-06
1223,USA,F,Aug-06
1226,USA,M,31-Jul-06
1227,USA,M,29-Jul-06
1228,USA,M,29-Jul-06
1230,USA,M,25-Jul-06
1231,USA,M,23-Jul-06
1233,USA,M,17-Jul-06
1235,USA,F,12-Jul-06
1237,USA,M,09-Jul-06
1238,USA,M,09-Jul-2006.
1239,USA,F,08-Jul-06
1240,USA,M,08-Jul-06
1241,USA,F,Jul-06
1242,USA,M,Jul-06
1243,USA,F,27-Jun-06
1244,USA,M,26-Jun-06
1246,USA,F,20-Jun-06
1248,USA,M,17-Jun-06
1249,USA,M,15-Jun-06
1250,USA,F,07-Jun-06
1252,USA,M,31-May-06
1254,USA,M,27-May-06
1255,USA,M,24-May-06
1257,USA,F,19-May-06
1258,USA,M,05-May-06
1259,USA,F,04-May-06
1261,USA,M,Reported      23-Apr-2006
1262,USA,M,21-Apr-06
1263,USA,F,19-Apr-06
1264,USA,M,13-Apr-06
1268,USA,M,03-Apr-06
1270,USA,F,23-Mar-06
1274,USA,F,27-Feb-06
1275,USA,M,23-Feb-06
1281,USA,M,01-Feb-06
1285,USA,M,18-Jan-06
1289,USA,M,04-Jan-06
1291,USA,M,24-Dec-05
1292,USA,M,21-Dec-05
1296,USA,M,Reported 29-Nov-2005
1297,USA,M,27-Nov-05
1302,USA,M,21-Nov-05
1303,USA,M,20-Nov-05
1306,USA,M,12-Nov-05
1307,USA,M,02-Nov-05
1308,USA,M,02-Nov-05
1309,USA,M,29-Oct-05
1312,USA,M,21-Oct-05
1313,USA,F,19-Oct-05
1314,USA,M,15-Oct-05
1315,USA,M,13-Oct-05
1317,USA,M,06-Oct-05
1323,USA,M,22-Sep-05
1324,USA,F,20-Sep-05
1325,USA,M,11-Sep-05
1327,USA,F,05-Sep-05
1329,USA,M,02-Sep-05
1332,USA,M,24-Aug-05
1333,USA,M,22-Aug-05
1334,USA,M,21-Aug-05
1335,USA,M,19-Aug-05
1337,USA,M,12-Aug-05
1338,USA,M,06-Aug-05
1340,USA,F,27-Jul-05
1341,USA,M,23-Jul-05
1342,USA,M,22-Jul-05
1346,USA,M,15-Jul-05
1347,USA,F,13-Jul-05
1348,USA,M,01-Jul-05
1349,USA,M,27-Jun-05
1350,USA,F,25-Jun-05
1353,USA,M,18-Jun-05
1354,USA,M,16-Jun-05
1356,USA,F,07-Jun-05
1357,USA,M,05-Jun-05
1359,USA,M,02-Jun-05
1360,USA,M,28-May-05
1361,USA,F,27-May-05
1366,USA,M,02-May-05
1367,USA,M,02-May-05
1372,USA,F,13-Apr-05
1373,USA,M,09-Apr-05
1374,USA,M,07-Apr-05
1375,USA,F,06-Apr-05
1381,USA,M,12-Mar-05
1386,USA,M,22-Feb-05
1387,USA,M,16-Feb-05
1388,USA,M,13-Feb-05
1400,USA,lli,11-Nov-04
1407,USA,M,10-Oct-04
1408,USA,M,09-Oct-04
1411,USA,M,02-Oct-04
1412,USA,M,01-Oct-04
1414,USA,M,20-Sep-04
1415,USA,M,10-Sep-04
1417,USA,F,04-Sep-04
1418,USA,F,29-Aug-04
1420,USA,M,20-Aug-04
1421,USA,M,15-Aug-04
1422,USA,M,06-Aug-04
1425,USA,F,31-Jul-04
1427,USA,F,28-Jul-04
1428,USA,F,27-Jul-04
1429,USA,F,27-Jul-04
1430,USA,M,25-Jul-04
1435,USA,M,02-Jul-04
1436,USA,M,26-Jun-04
1438,USA,F,14-Jun-04
1440,USA,M,10-Jun-04
1442,USA,M,29-May-04
1444,USA,M,28-May-04
1445,USA,M,23-May-04
1446,USA,M,22-May-04
1447,USA,F,22-May-04
1450,USA,M,04-May-04
1456,USA,M,07-Apr-04
1458,USA,F,04-Apr-04
1459,USA,M,31-Mar-04
1460,USA,M,31-Mar-04
1462,USA,M,28-Mar-04
1464,USA,M,27-Mar-04
1465,USA,F,14-Mar-04
1467,USA,M,16-Mar-04
1487,USA,M,26-Dec-03
1488,USA,M,13-Dec-03
1494,USA,F,22-Nov-03
1496,USA,M,12-Nov-03
1501,USA,M,31-Oct-03
1503,USA,F,31-Oct-03
1504,USA,M,27-Oct-03
1505,USA,M,24-Oct-03
1506,USA,M,14-Oct-03
1507,USA,M,06-Oct-03
1508,USA,F,05-Oct-03
1509,USA,M,05-Oct-03
1510,USA,M,05-Oct-03
1511,USA,M,05-Oct-03
1512,USA,F,05-Oct-03
1514,USA,M,28-Sep-03
1515,USA,M,21-Sep-03
1516,USA,M,19-Sep-03
1517,USA,M,17-Sep-03
1518,USA,M,14-Sep-03
1520,USA,F,14-Sep-03
1521,USA,M,13-Sep-03
1522,USA,M,13-Sep-03
1524,USA,M,Sep-03
1525,USA,M,29-Aug-03
1526,USA,F,19-Aug-03
1527,USA,M,12-Aug-03
1530,USA,M,20-Jul-03
1531,USA,F,15-Jul-03
1533,USA,M,05-Jul-03
1534,USA,M,05-Jul-03
1536,USA,M,Jul-03
1539,USA,M,30-Jun-03
1540,USA,M,26-Jun-03
1542,USA,F,24-Jun-03
1543,USA,M,24-Jun-03
1544,USA,M,22-Jun-03
1545,USA,M,19-Jun-03
1547,USA,F,Jun-03
1548,USA,M,25-May-03
1549,USA,M,14-May-03
1550,USA,M,10-May-03
1551,USA,M,07-May-03
1552,USA,F,03-May-03
1558,USA,M,21-Apr-03
1559,USA,M,21-Apr-03
1560,USA,M,20-Apr-03
1561,USA,M,20-Apr-03
1562,USA,M,20-Apr-03
1563,USA,M,19-Apr-03
1564,USA,M,18-Apr-03
1565,USA,M,15-Apr-03
1567,USA,M,09-Apr-03
1568,USA,M,04-Apr-03
1569,USA,F,10-Mar-03
1572,USA,M,15-Feb-03
1585,USA,M,28-Nov-02
1586,USA,F,17-Nov-02
1588,USA,M,11-Nov-02
1589,USA,M,02-Nov-02
1591,USA,F,30-Oct-02
1593,USA,M,11-Oct-02
1594,USA,M,05-Oct-02
1595,USA,M,05-Oct-02
1596,USA,M,03-Oct-02
1597,USA,M,30-Sep-02
1598,USA,M,29-Sep-02
1599,USA,M,27-Sep-02
1600,USA,M,27-Sep-02
1602,USA,M,21-Sep-02
1603,USA,M,21-Sep-02
1607,USA,M,09-Sep-02
1608,USA,M,05-Sep-02
1609,USA,M,28-Aug-02
1610,USA,F,17-Aug-02
1611,USA,M,14-Aug-02
1612,USA,M,11-Aug-02
1613,USA,M,07-Aug-02
1615,USA,M,05-Aug-02
1616,USA,M,26-Jul-02
1617,USA,F,20-Jul-02
1618,USA,M,10-Jul-02
1619,USA,M,09-Jul-02
1621,USA,F,04-Jul-02
1623,USA,F,20-Jun-02
1628,USA,M,10-Jun-02
1629,USA,M,09-Jun-02
1630,USA,M,09-Jun-02
1632,USA,M,31-May-02
1633,USA,M,31-May-02
1634,USA,M,22-May-02
1635,USA,M,22-May-02
1638,USA,M,13-May-02
1643,USA,M,20-Apr-02
1644,USA,M,18-Apr-02
1647,USA,M,02-Apr-02
1648,USA,M,01-Apr-02
1649,USA,M,25-Mar-02
1650,USA,F,25-Mar-02
1652,USA,M,19-Mar-02
1653,USA,M,15-Mar-02
1654,USA,M,15-Mar-02
1665,USA,M,01-Jan-02
1674,USA,M,24-Sep-01
1675,USA,M,18-Sep-01
1676,USA,M,16-Sep-01
1677,USA,M,15-Sep-01
1678,USA,M,15-Sep-01
1680,USA,M,08-Sep-01
1681,USA,M,07-Sep-01
1682,USA,F,07-Sep-01
1683,USA,M,03-Sep-01
1684,USA,F,03-Sep-01
1685,USA,M,02-Sep-01
1686,USA,M,01-Sep-01
1688,USA,F,29-Aug-01
1689,USA,M,27-Aug-01
1690,USA,M,26-Aug-01
1691,USA,M,25-Aug-01
1692,USA,M,22-Aug-01
1693,USA,M,21-Aug-01
1694,USA,M,19-Aug-01
1695,USA,F,19-Aug-01
1696,USA,F,19-Aug-01
1697,USA,M,18-Aug-01
1698,USA,M,18-Aug-01
1699,USA,M,18-Aug-01
1702,USA,F,05-Aug-01
1705,USA,F,26-Jul-01
1706,USA,M,25-Jul-01
1707,USA,F,24-Jul-01
1709,USA,M,15-Jul-01
1710,USA,M,15-Jul-01
1712,USA,M,06-Jul-01
1714,USA,M,Jul-01
1715,USA,M,12-Jun-01
1716,USA,M,10-Jun-01
1718,USA,F,03-Jun-01
1719,USA,M,29-May-01
1720,USA,M,23-May-01
1721,USA,M,20-May-01
1726,USA,M,03-May-01
1728,USA,M,28-Apr-01
1729,USA,M,13-Apr-01
1730,USA,M,13-Apr-01
1731,USA,M,12-Apr-01
1732,USA,M,12-Apr-01
1733,USA,M,12-Apr-01
1734,USA,M,12-Apr-01
1735,USA,M,12-Apr-01
1736,USA,M,11-Apr-01
1737,USA,M,11-Apr-01
1738,USA,M,11-Apr-01
1742,USA,M,05-Apr-01
1745,USA,M,23-Mar-01
1746,USA,M,09-Mar-01
1756,USA,M,09-Jan-01
1766,USA,M,17-Nov-00
1767,USA,F,10-Nov-00
1770,USA,M,04-Nov-00
1772,USA,M,20-Oct-00
1773,USA,F,18-Oct-00
1774,USA,M,14-Oct-00
1775,USA,M,09-Oct-00
1776,USA,M,06-Oct-00
1777,USA,M,06-Oct-00
1778,USA,M,02-Oct-00
1779,USA,M,29-Sep-00
1785,USA,M,15-Sep-00
1786,USA,F,12-Sep-00
1787,USA,M,11-Sep-00
1788,USA,M,10-Sep-00
1791,USA,M,08-Sep-00
1794,USA,M,31-Aug-00
1795,USA,M,30-Aug-00
1796,USA,M,Reported 27-Aug-2000
1797,USA,M,21-Aug-00
1798,USA,M,15-Aug-00
1799,USA,M,13-Aug-00
1800,USA,F,12-Aug-00
1801,USA,M,11-Aug-00
1802,USA,M,10-Aug-00
1804,USA,M,25-Jul-00
1805,USA,F,22-Jul-00
1806,USA,M,17-Jul-00
1807,USA,M,16-Jul-00
1812,USA,M,10-Jul-00
1813,USA,M,09-Jul-00
1814,USA,M,07-Jul-00
1815,USA,F,06-Jul-00
1816,USA,F,04-Jul-00
1817,USA,F,04-Jul-00
1818,USA,F,02-Jul-00
1819,USA,F,02-Jul-00
1823,USA,M,19-Jun-00
1825,USA,M,10-Jun-00
1826,USA,M,09-Jun-00
1827,USA,M,09-Jun-00
1828,USA,M,02-Jun-00
1834,USA,M,14-Apr-00
1835,USA,M,09-Apr-00
1836,USA,M,31-Mar-00
1838,USA,F,26-Mar-00
1839,USA,M,24-Mar-00
1846,USA,M,Mar-00
1847,USA,M,21-Feb-00
1854,USA,M,2000
1859,USA,M,14-Dec-99
1861,USA,M,02-Dec-99
1862,USA,M,30-Nov-99
1863,USA,F,23-Nov-99
1864,USA,M,15-Nov-99
1869,USA,M,30-Oct-99
1870,USA,M,30-Oct-99
